,rat,gtyp,age,sex,vessel_idx,power_empa,power_vehicle,power_ratio,power_change
267,20240822b,fa/+,Young,M,11,10.810841805703404,12.89483448541593,0.8383854649650972,-2.0839926797125248
268,20240822b,fa/+,Young,M,12,2.282808784965996,8.412104290430143,0.27137190721267995,-6.129295505464148
269,20240822b,fa/+,Young,M,13,4.244283628416014,17.327453100252725,0.24494561340662985,-13.083169471836712
270,20240822b,fa/+,Young,M,15,6.094339632295871,17.097319947101784,0.35644999632406954,-11.002980314805914
271,20240822b,fa/+,Young,M,16,2.7729751006499663,7.170422631478342,0.3867240807364037,-4.397447530828376
272,20240822b,fa/+,Young,M,17,4.176529793648629,4.501163922041935,0.9278777369551924,-0.3246341283933063
273,20240822b,fa/+,Young,M,18,3.859749176361421,6.511653953481135,0.5927448239625811,-2.651904777119714
274,20240822b,fa/+,Young,M,19,1.3927837883507286,4.481578555151564,0.3107797333485825,-3.0887947668008353
275,20240822b,fa/+,Young,M,20,4.659832646061589,8.239863054095188,0.5655230694332554,-3.5800304080335996
276,20240822b,fa/+,Young,M,21,1.5499464584900458,5.890907617764531,0.26310826090975364,-4.340961159274485
277,20240822b,fa/+,Young,M,23,6.96647844896899,39.59104419611742,0.1759609676991589,-32.62456574714843
278,20240822b,fa/+,Young,M,24,2.570318972384249,7.505915472891615,0.342439104419337,-4.935596500507366
279,20240822b,fa/+,Young,M,25,2.650529397500528,8.90694742418637,0.29757999809262914,-6.256418026685842
280,20240822b,fa/+,Young,M,26,4.464946819377972,18.216630399782712,0.24510278363177582,-13.751683580404741
281,20240822b,fa/+,Young,M,27,3.83280677528114,12.66644077326423,0.3025954049673734,-8.833633997983089
282,20240822b,fa/+,Young,M,28,3.0604745370370368,8.656937895062446,0.3535285310043177,-5.59646335802541
283,20240822b,fa/+,Young,M,29,3.351132561852624,8.747077119017092,0.38311455544011375,-5.3959445571644675
284,20240822b,fa/+,Young,M,30,3.4919601035667016,5.533339565190749,0.6310764164075523,-2.0413794616240475
285,20240822b,fa/+,Young,M,31,4.586919141125989,9.805344643827764,0.46779784981992933,-5.218425502701775
286,20240822b,fa/+,Young,M,32,2.5876953117362973,3.639042527951827,0.7110923524141218,-1.0513472162155297
287,20240822b,fa/+,Young,M,33,3.627657213487903,11.441121473452066,0.3170718204422097,-7.813464259964163
288,20240823a,fa/fa,Young,F,0,5.840780124510074,5.760002012343143,1.0140239729072718,0.08077811216693132
289,20240823a,fa/fa,Young,F,1,7.246746690446797,2.7012377185331142,2.6827504446302806,4.545508971913684
290,20240823a,fa/fa,Young,F,2,13.641344630814633,16.26332831479538,0.8387793916946614,-2.6219836839807478
291,20240823a,fa/fa,Young,F,3,13.764973355110769,11.294813411645537,1.21869860558461,2.470159943465232
292,20240823a,fa/fa,Young,F,4,5.6716678187532255,9.1109929323519,0.6225082009024397,-3.4393251135986747
293,20240823a,fa/fa,Young,F,5,6.654819776427073,7.285477624049204,0.9134363071076709,-0.630657847622131
294,20240823a,fa/fa,Young,F,6,6.058626308595397,10.647466884091676,0.5690204416270651,-4.588840575496279
295,20240823a,fa/fa,Young,F,7,8.350469203650794,8.14334294341091,1.0254350408277324,0.20712626023988356
296,20240823a,fa/fa,Young,F,8,9.943100921548606,19.394631722621888,0.512672839770965,-9.451530801073282
297,20240823a,fa/fa,Young,F,9,26.683429728299792,51.25718191350747,0.5205793360494538,-24.57375218520768
298,20240823a,fa/fa,Young,F,10,8.066812864853686,12.085905681604938,0.6674562153113262,-4.019092816751252
299,20240823a,fa/fa,Young,F,11,9.094206817709212,11.652488316186222,0.780451914727659,-2.55828149847701
300,20240823a,fa/fa,Young,F,12,4.953443650608114,4.803060931669035,1.031309767058654,0.1503827189390794
301,20240823a,fa/fa,Young,F,13,12.243863714994449,15.864287070556962,0.7717878314064441,-3.6204233555625134
302,20240823a,fa/fa,Young,F,14,9.586839614210104,17.115457867737224,0.5601275576904884,-7.528618253527119
303,20240823a,fa/fa,Young,F,15,5.433779431160567,8.066481764487547,0.6736244610485111,-2.6327023333269794
304,20240823a,fa/fa,Young,F,16,3.5451304494852645,8.528665483239859,0.4156723530137267,-4.9835350337545945
305,20240823a,fa/fa,Young,F,17,5.696502341093081,7.129195077816109,0.7990386402553167,-1.4326927367230287
306,20240823a,fa/fa,Young,F,18,7.410822043200386,26.0835359235255,0.28411876614153186,-18.672713880325112
307,20240823a,fa/fa,Young,F,19,5.334608237377074,14.754399197672628,0.3615605194021428,-9.419790960295554
308,20240823a,fa/fa,Young,F,20,4.374480095835067,4.264853920117121,1.0257045558350415,0.10962617571794642
309,20240823a,fa/fa,Young,F,21,9.11180722424284,16.208809631925792,0.5621515355634572,-7.097002407682952
310,20240823a,fa/fa,Young,F,22,18.58914636987239,29.08459507757659,0.6391406282360144,-10.495448707704199
311,20240823a,fa/fa,Young,F,23,4.742290224347794,9.065593703996504,0.523108621364444,-4.323303479648709
312,20240823b,fa/fa,Young,F,0,8.79330777624206,23.650746053971208,0.3717983253541201,-14.857438277729148
313,20240823b,fa/fa,Young,F,1,8.073761963894073,17.211897795571456,0.4690802873563086,-9.138135831677383
314,20240823b,fa/fa,Young,F,2,6.2621824268508295,21.61212648603177,0.2897531823579771,-15.34994405918094
315,20240823b,fa/fa,Young,F,3,2.122404880961694,8.007996711859112,0.265035683371174,-5.885591830897418
317,20240823b,fa/fa,Young,F,5,2.775387507142004,14.054952521073194,0.1974668717650057,-11.27956501393119
319,20240823b,fa/fa,Young,F,7,10.927372376953633,19.4046595617211,0.5631313624542881,-8.477287184767468
320,20240823b,fa/fa,Young,F,8,13.57026912872378,21.57151682513025,0.6290827501251453,-8.00124769640647
321,20240823b,fa/fa,Young,F,9,10.028039774964402,15.806291789517296,0.6344334211022841,-5.778252014552894
322,20240823b,fa/fa,Young,F,10,3.6982238506723295,6.411101906190129,0.576846836126809,-2.712878055517799
323,20240823b,fa/fa,Young,F,12,4.974737983655829,25.24726808725252,0.19704064481208564,-20.272530103596694
324,20240823b,fa/fa,Young,F,13,3.2951909126966625,7.931659544702343,0.4154478509982899,-4.6364686320056805
325,20240823b,fa/fa,Young,F,14,4.70663629742903,10.661684653526727,0.4414533397282713,-5.955048356097697
326,20240823b,fa/fa,Young,F,15,4.7674828710536135,11.462495506944482,0.41592015178241626,-6.695012635890868
327,20240823b,fa/fa,Young,F,16,5.792550041182803,31.0302660900428,0.18667419816427405,-25.237716048859998
328,20240823b,fa/fa,Young,F,17,7.544060223286734,16.42678968850336,0.4592534735235946,-8.882729465216624
329,20240823b,fa/fa,Young,F,20,19.318302162504896,38.38299921939248,0.5033036124166292,-19.064697056887585
330,20240823b,fa/fa,Young,F,21,6.535849238736148,28.86921981841427,0.2263950768273706,-22.33337057967812
331,20240823b,fa/fa,Young,F,22,7.600430259624952,21.514313931694755,0.35327318750462433,-13.913883672069803
332,20240823b,fa/fa,Young,F,23,8.183201306050407,26.82242473162302,0.30508805180474985,-18.639223425572613
333,20240823b,fa/fa,Young,F,24,3.467078230824002,20.60725475879425,0.16824551699902718,-17.14017652797025
334,20240823b,fa/fa,Young,F,25,6.14726867357226,31.66376448371776,0.19414206661160985,-25.5164958101455
335,20240823b,fa/fa,Young,F,26,6.684850135277605,15.385040120875589,0.4345032630891286,-8.700189985597984
336,20240823b,fa/fa,Young,F,27,7.166955764706795,33.9201028872978,0.21128932858840574,-26.753147122591006
337,20240823b,fa/fa,Young,F,28,3.2860660194604026,33.432214008600425,0.09829040992065506,-30.146147989140022
338,20240823b,fa/fa,Young,F,29,5.008886655835369,10.37523034278382,0.48277353758407393,-5.366343686948451
339,20240823b,fa/fa,Young,F,30,4.303387942543108,8.277031154141318,0.5199192636105952,-3.973643211598209
340,20240823b,fa/fa,Young,F,31,6.94485100923351,14.081327833493903,0.49319574768470764,-7.136476824260393
341,20240823b,fa/fa,Young,F,33,4.927236318090515,11.246531333795186,0.43811164276797515,-6.319295015704671
342,20240826a,fa/+,Young,M,0,0.954396450805664,16.544320426151664,0.057687256183520615,-15.589923975346
343,20240826a,fa/+,Young,M,1,1.8272578384399416,8.27683192812163,0.22076778341137887,-6.449574089681689
344,20240826a,fa/+,Young,M,2,0.8362123023986817,6.063353997592268,0.13791249904438008,-5.227141695193586
345,20240826a,fa/+,Young,M,3,0.8334478355407714,6.571316575675173,0.1268311800143548,-5.7378687401344015
346,20240826a,fa/+,Young,M,4,1.10486982345581,6.927143002214102,0.1594986306912769,-5.822273178758292
347,20240826a,fa/+,Young,M,5,1.920748687744141,29.40696305373619,0.06531611864286366,-27.48621436599205
348,20240826a,fa/+,Young,M,6,1.2353242645263671,13.036313481824148,0.09476024539059415,-11.800989217297781
349,20240826a,fa/+,Young,M,7,2.058193382263184,8.989442780593343,0.2289567254053242,-6.931249398330159
350,20240826a,fa/+,Young,M,8,1.038926277160645,6.868579659297547,0.15125780418871876,-5.829653382136902
351,20240826a,fa/+,Young,M,9,1.8634573120117184,15.984939275281176,0.11657581426620339,-14.121481963269458
352,20240826a,fa/+,Young,M,10,0.8495160575866701,8.391741659230197,0.10123238918494055,-7.542225601643527
353,20240826a,fa/+,Young,M,12,1.1453753273010252,8.33617684199892,0.13739815613441056,-7.190801514697895
354,20240826a,fa/+,Young,M,13,1.1835827743530278,5.073718493231412,0.23327718633424085,-3.890135718878384
355,20240826a,fa/+,Young,M,14,0.9958763839721678,3.101219887569033,0.3211240802253496,-2.105343503596865
356,20240826a,fa/+,Young,M,15,0.6416406707763671,4.528776397705077,0.14168080170650812,-3.8871357269287095
357,20240826a,fa/+,Young,M,16,0.8455924049377442,5.62732564465753,0.15026541173079838,-4.781733239719785
358,20240826a,fa/+,Young,M,17,1.4429434051513674,3.952371136895541,0.365082973023822,-2.5094277317441733
359,20240826a,fa/+,Young,M,18,4.948428579711915,15.7189562041184,0.3148064359652211,-10.770527624406487
360,20240826a,fa/+,Young,M,19,0.8532033981323243,5.992351317570126,0.14238207223108787,-5.139147919437802
361,20240826a,fa/+,Young,M,20,1.3919544265747077,6.02569193346747,0.23100325106957648,-4.633737506892762
362,20240826a,fa/+,Young,M,21,3.480082952880859,8.10618244039601,0.42931219207926524,-4.626099487515151
363,20240826a,fa/+,Young,M,22,2.0538639129638665,5.642146811649717,0.3640217069011953,-3.58828289868585
364,20240826a,fa/+,Young,M,23,1.3721681137084965,6.094100852177059,0.22516334189289017,-4.7219327384685625
365,20240826a,fa/+,Young,M,24,1.5491252998352047,11.292046782394932,0.13718729028384796,-9.742921482559726
366,20240826a,fa/+,Young,M,25,3.262768048095704,11.630905335524986,0.2805257160962382,-8.368137287429281
367,20240826a,fa/+,Young,M,26,4.651371047973634,10.679003067016604,0.4355622916094067,-6.0276320190429695
368,20240826a,fa/+,Young,M,27,1.847976853942871,8.379587770659347,0.22053314608308747,-6.531610916716476
369,20240826a,fa/+,Young,M,28,1.9497192764282227,7.805292863516971,0.249794506179452,-5.855573587088749
370,20240826a,fa/+,Young,M,29,1.6739117538452146,9.510885083428745,0.17599957723826865,-7.836973329583531
372,20241011a,fa/+,Adult,F,0,16.197404156191677,77.5371870128766,0.20889852701906472,-61.33978285668492
373,20241011a,fa/+,Adult,F,1,20.319326097810738,37.3430535748076,0.5441259927259559,-17.02372747699686
374,20241011a,fa/+,Adult,F,2,11.05688902625892,24.219389638926597,0.45653045725346203,-13.162500612667676
375,20241011a,fa/+,Adult,F,3,8.688131877700437,17.757000961923982,0.48927923675457596,-9.068869084223545
376,20241011a,fa/+,Adult,F,4,14.286288206883272,32.63428436320649,0.4377693118035811,-18.34799615632322
377,20241011a,fa/+,Adult,F,5,4.767881204394252,10.00014453464084,0.47678122929905153,-5.232263330246589
378,20241011a,fa/+,Adult,F,6,6.014619640655711,10.610581855463789,0.5668510664717747,-4.595962214808077
379,20241011a,fa/+,Adult,F,7,18.218662477660505,36.7403240875823,0.4958764771434923,-18.521661609921797
380,20241011a,fa/+,Adult,F,8,11.140328151601093,21.704669156371736,0.5132687382304871,-10.564341004770643
381,20241011a,fa/+,Adult,F,9,10.069001077848286,17.28479777183636,0.5825350814491215,-7.215796693988073
382,20241011a,fa/+,Adult,F,10,8.962921913272996,43.166802672512816,0.20763460248076904,-34.20388075923982
383,20241011a,fa/+,Adult,F,11,4.591523268625725,19.759306227934715,0.23237269647324255,-15.16778295930899
385,20241011a,fa/+,Adult,F,13,10.35320457933516,27.790348807647614,0.3725467661811451,-17.437144228312455
386,20241011a,fa/+,Adult,F,14,18.57946766680047,18.84927013572962,0.9856863174549275,-0.26980246892915005
387,20241011a,fa/+,Adult,F,15,5.943983031955122,9.982346258189295,0.5954494943589851,-4.038363226234173
388,20241011a,fa/+,Adult,F,16,13.397640053774529,12.87481287307533,1.0406085265745937,0.5228271806991991
389,20241011a,fa/+,Adult,F,17,20.533407073160294,75.16507383930647,0.2731775015222915,-54.63166676614618
390,20241011a,fa/+,Adult,F,18,17.179994527387795,9.39813974685462,1.8280207562499393,7.781854780533175
391,20241011a,fa/+,Adult,F,21,4.669156948220471,16.427506134115905,0.2842279838522645,-11.758349185895433
392,20241011a,fa/+,Adult,F,22,13.241262956980371,9.321005885840108,1.4205830485629962,3.920257071140263
393,20241011a,fa/+,Adult,F,23,18.407051706859395,31.756456824822163,0.5796317834951814,-13.349405117962768
394,20241011a,fa/+,Adult,F,24,9.60769779345889,27.43506117823324,0.3501977900119122,-17.82736338477435
395,20241011a,fa/+,Adult,F,25,7.373708809800493,18.113850508278947,0.40707572398427017,-10.740141698478453
396,20241011a,fa/+,Adult,F,26,4.964171917344594,14.73738875040194,0.33684202821949744,-9.773216833057347
397,20241011a,fa/+,Adult,F,27,7.2915900059546095,9.305617505618873,0.7835686349188367,-2.0140274996642633
398,20241011a,fa/+,Adult,F,28,12.191069499964632,30.50525746952874,0.3996383086470296,-18.31418796956411
400,20241011b,fa/+,Adult,F,1,13.258733387429814,28.139091359397572,0.47118555528630507,-14.880357971967758
401,20241011b,fa/+,Adult,F,2,7.890231115821232,24.57012789511267,0.321131055951512,-16.67989677929144
402,20241011b,fa/+,Adult,F,3,4.975470859943454,9.059094908609554,0.5492238363917439,-4.0836240486661
403,20241011b,fa/+,Adult,F,4,4.662284291448374,7.561141967773437,0.6166111298160558,-2.898857676325062
404,20241011b,fa/+,Adult,F,5,8.048292065051811,18.98752527843321,0.42387261883955896,-10.9392332133814
405,20241011b,fa/+,Adult,F,6,10.800266455833876,17.661370955450685,0.6115191444127772,-6.861104499616809
406,20241011b,fa/+,Adult,F,7,10.962937068810858,16.1661795908316,0.6781402499715096,-5.2032425220207426
407,20241011b,fa/+,Adult,F,8,6.566676708442207,16.59366268091808,0.39573401211738335,-10.026985972475872
408,20241011b,fa/+,Adult,F,9,9.668785043873024,10.8711368803344,0.8893996230848312,-1.2023518364613768
409,20241011b,fa/+,Adult,F,10,14.161514703229493,16.69031573168804,0.8484869268436069,-2.528801028458549
410,20241011b,fa/+,Adult,F,11,6.440091596477607,13.188624122928331,0.4883065539248747,-6.748532526450725
411,20241011b,fa/+,Adult,F,12,5.260457574117873,11.99260230973966,0.4386418759042523,-6.7321447356217865
412,20241011b,fa/+,Adult,F,13,8.0929532673606,11.106953880001354,0.7286384147081391,-3.0140006126407535
413,20241011b,fa/+,Adult,F,14,7.9096277783728866,10.013774893876445,0.7898747337739466,-2.104147115503558
414,20241011b,fa/+,Adult,F,15,9.18453440403072,12.549985279237603,0.7318362691010797,-3.365450875206884
415,20241011b,fa/+,Adult,F,16,10.9715389082281,9.193737934090498,1.1933708559981346,1.7778009741376017
416,20241011b,fa/+,Adult,F,17,10.943015805805354,10.087426554949984,1.0848173958139526,0.8555892508553704
417,20241011b,fa/+,Adult,F,18,5.31738861412572,5.764350141403991,0.9224610725729775,-0.44696152727827076
418,20241011b,fa/+,Adult,F,19,8.493710893962135,10.908293972125632,0.7786470474362379,-2.4145830781634974
419,20241011b,fa/+,Adult,F,20,7.215281161774218,16.49353186105717,0.43746125587632306,-9.278250699282953
420,20241011b,fa/+,Adult,F,21,5.80045872068341,9.076953954090271,0.6390314140648029,-3.2764952334068616
421,20241011b,fa/+,Adult,F,22,6.9101812534666,14.85829647703667,0.4650722419051341,-7.9481152235700705
422,20241011b,fa/+,Adult,F,23,5.801173501508875,15.001817295317014,0.38669805046351124,-9.20064379380814
423,20241011b,fa/+,Adult,F,24,8.626480313040526,11.384340495732475,0.7577496752029018,-2.7578601826919495
424,20241011b,fa/+,Adult,F,25,9.66922128505373,16.647769994129334,0.5808118017286088,-6.9785487090756035
425,20241011b,fa/+,Adult,F,26,14.62817482415632,37.43444753657875,0.39076774967394734,-22.806272712422434
426,20241011b,fa/+,Adult,F,27,8.695064601153737,8.8373369867402,0.9839009889744013,-0.1422723855864625
428,20241011b,fa/+,Adult,F,29,11.715282681492104,12.620552548094292,0.9282701876045131,-0.9052698666021879
429,20241014a,fa/+,Adult,F,0,10.62530532310748,23.5436534169515,0.4513023163795483,-12.91834809384402
430,20241014a,fa/+,Adult,F,1,24.68929567534348,113.84758689371743,0.21686270520948508,-89.15829121837396
431,20241014a,fa/+,Adult,F,2,29.984617288523687,74.80484771728513,0.4008378895689557,-44.82023042876144
433,20241014a,fa/+,Adult,F,4,11.012956332502691,17.729251403808593,0.6211743565290574,-6.716295071305902
434,20241014a,fa/+,Adult,F,5,17.328514193830813,37.17973256429036,0.4660742022247399,-19.85121837045955
435,20241014a,fa/+,Adult,F,6,9.218507311590784,28.793149017333985,0.32016322028691896,-19.5746417057432
436,20241014a,fa/+,Adult,F,7,14.185647035796064,19.542967213948565,0.7258696635212705,-5.3573201781525
437,20241014a,fa/+,Adult,F,8,20.830909255455275,54.33510864257814,0.3833784412300178,-33.50419938712287
438,20241014a,fa/+,Adult,F,9,7.634631773850011,34.86248911539714,0.21899273309426864,-27.22785734154713
439,20241014a,fa/+,Adult,F,10,6.930725002946524,17.55021160888672,0.3949083439790027,-10.619486605940196
440,20241014a,fa/+,Adult,F,11,7.013974304199216,14.927261169433592,0.4698768397354542,-7.913286865234376
441,20241014a,fa/+,Adult,F,12,13.475741271972652,30.10227915445964,0.4476651486363027,-16.62653788248699
442,20241014a,fa/+,Adult,F,13,7.245502277242726,11.595070536295571,0.6248778094589791,-4.3495682590528455
443,20241014a,fa/+,Adult,F,14,16.37820261988146,56.126516906738274,0.29180864095122877,-39.74831428685681
444,20241014a,fa/+,Adult,F,15,14.900649056270204,36.78113614908855,0.40511660640041014,-21.88048709281835
445,20241014a,fa/+,Adult,F,16,27.34598037193561,51.90586079915366,0.5268380092519629,-24.559880427218047
446,20241014a,fa/+,Adult,F,17,6.200782623291016,17.7232197672526,0.34986772746271955,-11.522437143961586
447,20241014a,fa/+,Adult,F,18,10.856608213227368,113.6375428873698,0.09553716084822193,-102.78093467414243
448,20241014a,fa/+,Adult,F,19,19.3170049627896,44.88417515055339,0.43037451168469193,-25.56717018776379
450,20241014a,fa/+,Adult,F,21,19.12376108103784,37.47435100301107,0.510316004658793,-18.35058992197323
451,20241014a,fa/+,Adult,F,22,12.11837321314318,33.58873458862304,0.36078683408477785,-21.47036137547986
452,20241014a,fa/+,Adult,F,23,9.157114952350485,25.2566530456543,0.3625624874284787,-16.099538093303813
453,20241014a,fa/+,Adult,F,24,10.755406262627965,24.864314422607425,0.43256395812179754,-14.10890815997946
454,20241014a,fa/+,Adult,F,25,12.743234652815191,80.13948201497394,0.15901318965892663,-67.39624736215875
455,20241014a,fa/+,Adult,F,26,33.541050572888594,117.69235904947918,0.2849891942329711,-84.15130847659059
456,20241014a,fa/+,Adult,F,27,19.82567325986664,35.92958929443358,0.5517923708339785,-16.103916034566943
457,20241014a,fa/+,Adult,F,28,8.688095250622979,36.51504140218098,0.2379319567224715,-27.826946151557998
458,20241014a,fa/+,Adult,F,29,14.63379970682078,73.18416140747071,0.19995856241821947,-58.55036170064993
459,20241014a,fa/+,Adult,F,30,15.272574725973191,98.91639501953128,0.1543988205692048,-83.6438202935581
460,20241014a,fa/+,Adult,F,31,14.354855672902069,19.441036732991535,0.7383791240176923,-5.086181060089466
461,20241014b,fa/+,Adult,M,0,5.650392652182054,9.208378621976667,0.613614283702112,-3.557985969794613
462,20241014b,fa/+,Adult,M,1,4.472759601333378,6.7372967540698205,0.6638804500679747,-2.264537152736443
463,20241014b,fa/+,Adult,M,2,2.33526943366565,6.531207111971464,0.35755556264403043,-4.195937678305814
464,20241014b,fa/+,Adult,M,3,1.5319102796584525,5.118340474433946,0.29929823686218754,-3.5864301947754935
465,20241014b,fa/+,Adult,M,4,4.280166625976561,7.022889057696237,0.6094595245365603,-2.7427224317196766
466,20241014b,fa/+,Adult,M,5,3.858864384795982,3.313027967403123,1.164754545619096,0.5458364173928589
467,20241014b,fa/+,Adult,M,6,2.233056173274655,5.839958333434678,0.3823753605381151,-3.6069021601600233
468,20241014b,fa/+,Adult,M,7,2.8518557273904688,4.283523787597048,0.6657732905903366,-1.431668060206579
469,20241014b,fa/+,Adult,M,8,1.6277948424454134,9.761507036677036,0.16675650965873187,-8.133712194231624
470,20241014b,fa/+,Adult,M,9,2.241735373492016,3.731960401143112,0.6006857341801818,-1.4902250276510962
471,20241014b,fa/+,Adult,M,10,5.144753720747862,7.884779097579632,0.6524918018726906,-2.7400253768317704
472,20241014b,fa/+,Adult,M,11,1.7754373999790374,6.937428333097198,0.255921548264326,-5.161990933118161
473,20241014b,fa/+,Adult,M,12,2.8010242971450245,3.4508953355763063,0.8116804552918288,-0.6498710384312818
475,20241014b,fa/+,Adult,M,14,3.173850503891551,2.4626273253786457,1.2888066623737109,0.7112231785129053
478,20241014b,fa/+,Adult,M,17,1.8119072589574683,2.5151674120987333,0.7203923087750079,-0.703260153141265
479,20241014b,fa/+,Adult,M,18,1.8119072589574683,3.695432641586359,0.49030991353143993,-1.8835253826288907
480,20241014b,fa/+,Adult,M,19,1.3277615027902017,2.0210261600252104,0.6569739318830188,-0.6932646572350087
482,20241015a,fa/+,Adult,M,0,1.5388827356439987,4.589209469881924,0.3353263227018471,-3.050326734237925
483,20241015a,fa/+,Adult,M,1,1.6861818399468356,6.797911463155374,0.24804410135170601,-5.111729623208538
484,20241015a,fa/+,Adult,M,2,4.013567082716042,14.999527532404116,0.2675795670260522,-10.985960449688074
485,20241015a,fa/+,Adult,M,3,2.2282146099970093,11.05005675476867,0.20164734529851347,-8.821842144771662
486,20241015a,fa/+,Adult,M,4,1.5361589220991565,34.90799245958204,0.044005937146852164,-33.371833537482885
487,20241015a,fa/+,Adult,M,5,1.860657560548873,30.14929524706556,0.061714794501870535,-28.288637686516687
488,20241015a,fa/+,Adult,M,6,4.3776137077466855,15.130368765298424,0.2893263062951092,-10.752755057551738
489,20241015a,fa/+,Adult,M,7,2.933283588570755,4.464158538719277,0.6570742421285705,-1.5308749501485215
491,20241015a,fa/+,Adult,M,9,2.116823196411133,12.364488742877912,0.1712018378139935,-10.247665546466779
492,20241015a,fa/+,Adult,M,10,3.2870133102021475,7.957340988555511,0.41307935841000526,-4.670327678353363
493,20241015a,fa/+,Adult,M,11,1.3425571524918,17.089827787721312,0.07855884618430149,-15.747270635229512
494,20241015a,fa/+,Adult,M,12,1.876135718123162,4.568936251355457,0.410628560984315,-2.6928005332322953
495,20241015a,fa/+,Adult,M,13,2.954798501965781,6.624843389337713,0.4460178646217285,-3.6700448873719322
498,20241015a,fa/+,Adult,M,16,1.5286746005569605,44.6962501922211,0.03420140602360888,-43.16757559166414
499,20241015a,fa/+,Adult,M,17,1.589859546125342,11.589443944955798,0.1371816934165607,-9.999584398830457
500,20241015a,fa/+,Adult,M,18,3.522923499467753,11.754118178726788,0.2997182303172451,-8.231194679259035
501,20241015a,fa/+,Adult,M,19,3.6034922372107614,16.459241976056777,0.21893427670926482,-12.855749738846015
502,20241015a,fa/+,Adult,M,20,1.5240701959045333,10.002695797016097,0.15236594482451207,-8.478625601111563
503,20241015a,fa/+,Adult,M,21,1.828367496089753,5.180434229466824,0.35293711204551487,-3.3520667333770713
504,20241015a,fa/+,Adult,M,22,2.632725355244594,51.23560105360947,0.05138468762159905,-48.602875698364876
506,20241015a,fa/+,Adult,M,24,2.579315359888428,14.607196778136414,0.1765783948189885,-12.027881418247986
507,20241015a,fa/+,Adult,M,25,1.7601783174772383,7.820881296133068,0.22506137746235008,-6.06070297865583
508,20241015b,fa/+,Adult,M,0,2.823175999426072,13.712910333422627,0.20587723034585256,-10.889734333996556
509,20241015b,fa/+,Adult,M,1,2.52725786291143,19.164747499752927,0.13187013619375948,-16.637489636841497
510,20241015b,fa/+,Adult,M,2,2.49519653730495,53.2396363665991,0.04686727234805756,-50.74443982929415
511,20241015b,fa/+,Adult,M,3,1.256391620123258,16.591088072755205,0.07572689715187647,-15.334696452631947
512,20241015b,fa/+,Adult,M,4,3.042302511071646,12.728961583936265,0.2390063392846578,-9.686659072864618
513,20241015b,fa/+,Adult,M,5,2.6560620031049176,110.00444471661486,0.02414504259302671,-107.34838271350993
514,20241015b,fa/+,Adult,M,6,2.7628474389353115,17.016944519530604,0.1623586088421661,-14.254097080595292
515,20241015b,fa/+,Adult,M,7,2.640624000180152,32.59953253246974,0.08100189772813589,-29.958908532289584
516,20241015b,fa/+,Adult,M,8,6.554187574694234,55.36351712121472,0.11838459540683224,-48.80932954652049
517,20241015b,fa/+,Adult,M,9,3.679926954289919,28.19305215726363,0.13052602228956706,-24.51312520297371
518,20241015b,fa/+,Adult,M,10,3.3026221131765707,13.401927902282631,0.2464288822665629,-10.099305789106062
519,20241015b,fa/+,Adult,M,11,4.547637621561687,49.72539702109428,0.09145502889866337,-45.17775939953259
520,20241015b,fa/+,Adult,M,12,5.191602481308803,118.21184733831454,0.04391778487693182,-113.02024485700574
521,20241015b,fa/+,Adult,M,13,1.3760493622031265,25.96201171062283,0.053002416667121785,-24.585962348419702
522,20241015b,fa/+,Adult,M,14,3.72621403971026,17.922705547469914,0.20790466204117697,-14.196491507759653
523,20241015b,fa/+,Adult,M,15,3.0748597011771257,55.79588228472066,0.05510907929525036,-52.72102258354354
